名称,区域,板块,房型,朝向,面积(平米),价格(元/月),单位面积价格(元/平米/月)
丽喜花园,顺义,顺义其它,3室1厅,南/北,82.0,3000,36
西辛南区,顺义,顺义城,2室1厅,南/北,53.0,3000,56
胜利小区,顺义,顺义城,1室1厅,东,22.0,3300,150
柚米寓,,,1室1厅,,14.75,2537,172
双兴东区,顺义,顺义城,2室1厅,南/北,42.0,3300,78
双裕小区,顺义,后沙峪,2室1厅,南/北,36.0,4300,119
金汉绿港五区,顺义,顺义城,2室1厅,,67.0,4200,62
柚米寓,,,1室1厅,,17.5,2702,154
悦君家园,顺义,顺义城,3房间,南/北,46.5,4300,92
柚米寓,,,1室1厅,,17.5,2702,154
IDCITY艾迪城,顺义,后沙峪,2房间,北,22.5,5500,244
柚米寓,,,1室1厅,,17.5,2702,154
龙湖香醍溪岸南区,顺义,马坡,3室2厅,南/北,92.0,7500,81
柚米寓,,,1室1厅,,12.5,2398,191
旭辉26街区,顺义,顺义其它,4房间,南,60.0,4600,76
柚米寓,,,1室1厅,,12.5,2446,195
方隅公寓,,,,,21.0,3780,180
东领鉴筑,朝阳,定福庄,2室1厅,南/北,52.5,7300,139
远洋自然,丰台,大红门,1室0厅,东,55.0,5300,96
万福家园,通州,北关,1室1厅,南,55.0,3000,54
东南小区,海淀,中关村,2室1厅,南,64.5,8200,127
鑫兆雅园北区,丰台,刘家窑,2室1厅,南/北,76.5,7900,103
星源国际,朝阳,望京,1室0厅,东,53.0,6000,113
世嘉光织谷西区,怀柔,怀柔,2室2厅,南/北,46.5,2600,55
东亚印象台湖,通州,通州其它,2室1厅,南/北,71.0,3600,50
金顶阳光,石景山,苹果园,2室1厅,南/北,83.5,6200,74
七星园,石景山,鲁谷,2室1厅,南,33.5,5405,161
八角南里,石景山,八角,2室1厅,西,70.0,5300,75
鲁谷路74号院,石景山,鲁谷,2室1厅,南,30.0,5790,193
北重西厂,石景山,鲁谷,1室1厅,东,20.5,3800,185
永乐东区,石景山,鲁谷,2室1厅,东,73.5,5790,78
中海金鑫阁,石景山,古城,2室1厅,南/北,26.5,5800,218
西山奥园,石景山,苹果园,1室1厅,东南,30.0,5460,182
青年公寓,石景山,苹果园,1室1厅,东,71.5,3000,41
六合园,石景山,鲁谷,1室1厅,南,62.0,4830,77
古城南路,石景山,古城,2室1厅,东/西,40.5,4200,103
古城现代嘉园,石景山,古城,2室1厅,南,37.5,6330,168
海特花园西区,石景山,苹果园,2室1厅,南,62.5,5800,92
六合园,石景山,鲁谷,2室1厅,南,61.0,5560,91
中海寰宇天下景山府,石景山,古城,3室1厅,南,50.5,14000,277
苹果园小区一区,石景山,苹果园,2室1厅,南/北,40.0,5200,130
模式口南里,石景山,苹果园,2室1厅,南,79.5,4400,55
海特花园西区,石景山,苹果园,2室1厅,南,43.0,5990,139
中海金玺公馆,石景山,古城,2室1厅,南,52.5,6800,129
金顶街五区,石景山,苹果园,1室1厅,东南,51.0,4550,89
紫御长安,石景山,鲁谷,3房间,北,29.0,7800,268
远洋山水,石景山,鲁谷,1室1厅,东,38.5,5530,143
依翠园,石景山,鲁谷,3室1厅,南/北,86.0,8200,95
远洋山水,石景山,鲁谷,1室1厅,西,47.0,5760,122
紫御长安,石景山,鲁谷,3房间,,69.0,6500,94
八角南里,石景山,八角,1室1厅,西,21.5,4830,224
紫御长安,石景山,鲁谷,3房间,南,28.0,7900,282
海特花园西区,石景山,苹果园,2室1厅,南,71.0,5690,80
重聚园,石景山,鲁谷,2室1厅,西南,68.0,5400,79
西引力,石景山,八角,1室1厅,南,32.0,5330,166
首创澜茵山二期,密云,溪翁庄镇,3室3厅,南/北,68.0,8900,130
云秀花园,密云,鼓楼街道,4室2厅,南/北,96.0,6000,62
沿湖小区,密云,鼓楼街道,3室1厅,南/北,92.0,2000,21
城建上河湾南区,密云,密云镇,3室1厅,南/北,82.0,2200,26
檀城东区,密云,鼓楼街道,2室1厅,南/北,43.5,2400,55
檀营国际生态城北区,密云,鼓楼街道,2室1厅,南,65.5,1700,25
久润花园东区,密云,鼓楼街道,3室2厅,南/北,72.5,2600,35
果园新里北区,密云,果园街道,2室1厅,南/北,59.5,1700,28
花园小区,密云,鼓楼街道,3室1厅,南/北,78.5,1800,22
蓝河湾,密云,鼓楼街道,2室1厅,南/北,80.5,2400,29
京溪小区,密云,溪翁庄镇,2室1厅,南/北,76.5,1500,19
北源里,密云,鼓楼街道,2室1厅,南/北,38.0,1600,42
保利花园C区,密云,鼓楼街道,2室1厅,南/北,51.5,2300,44
首创澜茵山三期,密云,溪翁庄镇,3室2厅,南/北,78.0,1700,21
保利花园A区,密云,鼓楼街道,3室1厅,南/北,47.5,2350,49
沿湖小区,密云,鼓楼街道,2室1厅,南/北,57.0,1300,22
柏林山水,密云,鼓楼街道,2室1厅,南/北,76.0,2100,27
花园小区,密云,鼓楼街道,2室2厅,南/北,76.5,2000,26
沿湖小区,密云,鼓楼街道,2室1厅,南/北,76.0,1600,21
石桥西区,密云,鼓楼街道,2室1厅,南,72.5,2200,30
燕语华庭,密云,鼓楼街道,2室1厅,南/北,49.0,2200,44
久润花园西区,密云,鼓楼街道,3室2厅,南/北,98.0,2200,22
涧桥山,密云,果园街道,4室2厅,南/北,121.5,5000,41
花园小区,密云,鼓楼街道,3室2厅,南/北,71.0,3000,42
沿湖小区南区,密云,鼓楼街道,3室1厅,南/北,87.0,2200,25
行宫御东园,密云,鼓楼街道,2室1厅,南,87.0,2600,29
花园小区,密云,鼓楼街道,3室1厅,南/北,64.0,2000,31
行宫东区,密云,鼓楼街道,3室2厅,南/北,94.5,2000,21
学府花园,密云,密云镇,3室2厅,南/北,86.0,4300,50
檀州家园西区,密云,鼓楼街道,4室3厅,南/北,103.0,2900,28
铁二区,西城,月坛,2室1厅,南,65.0,8300,127
荣丰2008,西城,广安门,1室1厅,南,61.0,5990,98
月坛南街小四道口,西城,月坛,2室1厅,南/北,29.5,8000,271
新街口西里三区,西城,新街口,2室1厅,南,66.5,8460,127
百万庄大街21号院,西城,阜成门,3室1厅,东北,71.0,14500,204
畅柳园,西城,陶然亭,2室1厅,南,36.5,8560,234
宏汇园小区,西城,金融街,2室1厅,南/西,83.5,14000,167
新街口西里三区,西城,新街口,2室1厅,东,57.5,7560,131
中新佳园二区,西城,马连道,2室1厅,南/北,60.0,11500,191
丰汇园小区,西城,金融街,2室1厅,东,77.0,11932,154
海格国际,西城,宣武门,1室0厅,东,66.5,8500,127
玉廊园,西城,官园,2室1厅,东,69.5,10090,145
双槐里,西城,牛街,1室1厅,南/北,22.0,5300,240
马甸南村,西城,马甸,2室1厅,南,33.5,8590,256
塔院胡同12号院,西城,六铺炕,2室1厅,南/北,38.5,7300,189
虎坊路小区,西城,陶然亭,2室1厅,南/北,28.0,7000,250
长椿街12号院,西城,长椿街,2室1厅,东/西,87.5,10500,120
榆树馆西里,西城,车公庄,1室1厅,南,53.0,6660,125
砖塔胡同78号院,西城,金融街,2室1厅,南,72.5,11000,151
新风南里,西城,马甸,1室1厅,东/西,25.0,6000,240
新风南里,西城,马甸,2室1厅,南/北,71.5,10500,146
平原里小区,西城,牛街,1室1厅,西,39.0,6330,162
宏汇园小区,西城,金融街,2室0厅,西,34.0,9200,270
海格国际,西城,宣武门,1室1厅,北,25.5,7030,275
康乐里小区,西城,长椿街,2室1厅,东/南,47.5,12000,252
荣丰2008,西城,广安门,1室1厅,南,54.5,5130,94
天宁寺东里,西城,天宁寺,2室1厅,东,57.0,5500,96
荣丰2008,西城,广安门,1室1厅,东南,59.5,5560,93
三里河二区,西城,月坛,2室1厅,东南,45.5,8200,180
右安门内大街,西城,牛街,2室1厅,南,54.0,7890,146
一栋洋房,亦庄开发区,亦庄,5室1厅,南/北,130.5,25000,191
蜂客公寓,,,,,20.0,3280,164
星岛嘉园,亦庄开发区,亦庄,3室2厅,南/北,90.0,7200,80
蜂客公寓,,,,,20.0,3300,165
荣京丽都,亦庄开发区,亦庄,2房间,南,35.5,5050,142
蜂客公寓,,,,,9.0,3505,389
锋创科技园,亦庄开发区,亦庄,1房间,东,26.5,3800,143
蜂客公寓,,,,,18.5,3190,172
金地格林小镇,亦庄开发区,亦庄,5室2厅,南/北,105.5,16500,156
蜂客公寓,,,,,10.0,2600,260
富源里,亦庄开发区,亦庄,1室1厅,北,25.0,3900,156
九龙山庄二区,大兴,西红门,3室2厅,南/北,94.5,5700,60
员宿,,,,,12.5,1200,96
九龙山庄三区,大兴,西红门,2室1厅,南/北,50.0,4800,96
员宿,,,,,10.0,1800,180
保利茉莉公馆,大兴,高米店,2室1厅,南,42.5,6000,141
员宿,,,1室1厅,,17.5,3000,171
金地仰山东区,大兴,高米店,5室2厅,南/北,106.0,15000,141
恒寓星光店,,,1室1厅,,32.5,3636,111
芳古园一区,丰台,方庄,1室1厅,南,41.5,4600,110
ZOME己美,,,,,12.5,2580,206
万科中粮假日风景,丰台,青塔,2室1厅,东/西,42.0,6100,145
ZOME己美,,,,,10.0,2400,240
葛洲坝中国府,丰台,玉泉营,2室1厅,南,40.0,6300,157
ZOME己美,,,,,12.5,3380,270
玺萌丽苑,丰台,草桥,1室1厅,东,33.5,5400,161
ZOME己美,,,,,9.0,1980,220
蜂客公寓,,,,,20.0,3120,156
米兰天空,亦庄开发区,亦庄,3室1厅,南/北,72.5,4000,55
蜂客公寓,,,,,20.0,3230,161
星岛假日,亦庄开发区,亦庄,2室1厅,南/北,80.0,6000,75
北京经开汀塘,亦庄开发区,通州其它,2室1厅,南/北,41.5,5800,139
上海沙龙,亦庄开发区,亦庄,2室1厅,南/北,43.0,6300,146
蜂客公寓,,,一居室可月付,,20.0,3230,161
易居国际,亦庄开发区,亦庄,2房间,东北,37.0,4800,129
梅园小区,亦庄开发区,亦庄,4室2厅,南/北,95.0,6000,63
一栋洋房,亦庄开发区,亦庄,7室2厅,,158.0,29000,183
魔方公寓,,,1室1厅,,8.5,3758,442
米兰天空,亦庄开发区,亦庄,3室1厅,南/北,65.0,7000,107
蜂客公寓,,,,,9.0,3555,395
上海沙龙,亦庄开发区,亦庄,2室2厅,南/北,68.0,6600,97
蜂客公寓,,,,,15.0,3330,222
一栋洋房,亦庄开发区,亦庄,4室1厅,南/北,100.5,20000,199
新康家园,亦庄开发区,亦庄,2室1厅,北,52.5,6630,126
贵园北里甲区,亦庄开发区,亦庄,2室1厅,南/北,75.5,5300,70
国融国际,亦庄开发区,亦庄,2房间,南,20.0,4530,226
佳和园老区,大兴,旧宫,2室1厅,南/北,37.5,4500,120
恒寓星光店,,,1室1厅,,31.25,3726,119
金地仰山东区,大兴,高米店,4室2厅,南/北,84.0,12500,148
蜂客公寓,,,,,20.0,2430,121
清澄名苑南区,大兴,黄村中,2室2厅,南/北,57.5,5700,99
蜂客公寓,,,,,12.5,2830,226
富强西里,大兴,黄村中,2室1厅,东/西,29.5,3400,115
龙熙旭辉6號院,大兴,大兴新机场,5房间,南/北,91.5,8600,93
东亚五环国际,大兴,旧宫,3房间,东,84.0,4400,52
恒大未来城,大兴,义和庄,3室1厅,南/北,67.0,6000,89
艺苑桐城,大兴,黄村火车站,3室1厅,南/北,68.0,5800,85
龙湖时代天街,大兴,天宫院,2室1厅,东/西,44.5,4200,94
鸿坤理想城礼域府,大兴,西红门,2室1厅,南,78.0,6000,76
万科天地,大兴,义和庄,3室1厅,南,29.5,4200,142
鸿坤理想城礼域府,大兴,西红门,1室1厅,东南,76.5,4500,58
恒大未来城,大兴,义和庄,1室1厅,南,39.0,3600,92
首创悦都汇,大兴,南中轴机场商务区,2室1厅,南,40.5,2800,69
泰禾中央广场,大兴,黄村火车站,2室1厅,南,54.0,4400,81
郁花园三里,大兴,高米店,3室1厅,南/北,87.5,7200,82
恒大未来城,大兴,义和庄,2室1厅,南,17.0,4400,258
宏大中园,大兴,西红门,2室1厅,东南,84.5,5200,61
万科天地,大兴,义和庄,4房间,南,43.5,4400,101
和光里,丰台,五里店,2室1厅,南/北,38.5,5300,137
ZOME己美,,,,,7.5,2380,317
丽泽雅园,丰台,马连道,2室1厅,东,72.0,7200,100
ZOME己美,,,,,12.5,2980,238
远洋自然,丰台,大红门,2室1厅,南/北,58.0,7800,134
冠寓,,,,,18.0,4556,253
世华水岸F区,丰台,赵公口,4室2厅,南/北,105.5,13000,123
司达小区,丰台,角门,2室1厅,南/北,38.0,4500,118
恋日嘉园一期,丰台,草桥,1室1厅,南,42.0,4900,116
冠寓,,,,,14.0,3999,285
望园西里,丰台,七里庄,2室1厅,南/北,80.0,5600,70
洋桥东里,丰台,洋桥,2室1厅,南,32.0,3900,121
怡和世家,丰台,赵公口,2室1厅,南,34.5,5100,147
冠寓,,,1室1厅,,15.0,4341,289
日月天地,丰台,方庄,3室1厅,东南,106.5,15000,140
企帮帮租房,,,1室1厅,,11.25,2750,244
紫熙台,丰台,岳各庄,6房间,,128.0,45000,351
企帮帮租房,,,1室1厅,,20.0,3500,175
中海御鑫阁,丰台,科技园区,2室1厅,南/北,48.5,9000,185
企帮帮租房,,,1室1厅,,13.75,3250,236
领秀翡翠山B区,丰台,丰台其它,4室2厅,南/北,139.0,15000,107
鹏润家园,丰台,菜户营,2室1厅,北,77.5,6730,86
FCC中央城,房山,长阳,1室1厅,西,20.0,3500,175
FCC中央城,房山,长阳,3房间,西北,39.5,4890,123
山水汇豪苑A区,房山,窦店,1室1厅,南/北,70.5,1300,18
天资华府,房山,长阳,2室1厅,南,58.0,4230,72
沁园春景,房山,窦店,1室1厅,南/北,69.0,1500,21
FCC中央城,房山,长阳,2房间,南,40.5,3990,98
首开熙悦睿府书香,房山,良乡,3室1厅,南/北,72.0,4900,68
北京时代广场,房山,良乡,,,23.0,3390,147
北京城建·广悦居,房山,长阳,1室1厅,,34.0,3000,88
北京时代广场,房山,良乡,1室1厅,东北,62.5,3290,52
中骏云景台,房山,房山其它,2室1厅,南,39.0,2300,58
绿地诺亚方舟,房山,良乡,3房间,北,47.0,3290,70
恒大滨河左岸,房山,良乡,2室2厅,东,42.5,3500,82
焦各庄街2号院,顺义,顺义其它,2房间,南,30.0,3200,106
柚米寓,,,1室1厅,,15.75,2599,165
IDCITY艾迪城,顺义,后沙峪,2房间,北,22.5,5500,244
柚米寓,,,1室1厅,,12.5,1900,152
焦各庄街2号院,顺义,顺义其它,3室1厅,南/北,79.0,5000,63
柚米寓,,,1室1厅,,15.75,2799,177
金地中央世家,顺义,后沙峪,3房间,东/西,51.5,4800,93
柚米寓,,,直租无中介loft两室近花梨坎,,30.0,3806,126
龙湖香醍溪岸北区,顺义,马坡,3室2厅,南/北,78.0,6000,76
柚米寓,,,loft精装两居室品牌直租无中介,,28.75,3742,130
仓上小区,顺义,顺义城,3室1厅,南/北,84.5,3700,43
柚米寓,,,1室1厅,,17.5,2702,154
国兴城,顺义,后沙峪,2室1厅,南,86.5,5000,57
旭辉E天地,房山,良乡,2房间,南,59.5,3190,53
长阳半岛2号院,房山,长阳,2室1厅,南/北,33.5,4200,125
天资华府,房山,长阳,2室1厅,南/北,41.0,3700,90
西悦雅居,房山,长阳,2室1厅,南/北,77.5,4200,54
首创紫悦台,房山,良乡,1室1厅,北,18.0,3090,171
长阳半岛怡和南路8号院,房山,长阳,3室2厅,南/北,106.5,6700,62
长阳半岛3号院,房山,长阳,3室1厅,南,79.0,4700,59
玉竹园,房山,良乡,2室2厅,南/北,48.5,3296,67
首创紫悦台,房山,良乡,2房间,西,19.0,3430,180
北京城建琨廷北区,房山,窦店,3室1厅,南/北,73.0,3500,47
远洋新仕界,房山,良乡,2房间,东,58.5,3390,57
万年广阳郡九号,房山,长阳,3室2厅,南/北,69.5,8500,122
怡和南路13号院,房山,长阳,2房间,东,47.5,4990,105
中国铁建原香漫谷二区,房山,城关,3室1厅,南,44.5,2750,61
蓝光星华海悦城,房山,良乡,2房间,南,54.5,3030,55
长阳半岛3号院,房山,长阳,2室1厅,南,44.0,4300,97
远洋新仕界,房山,良乡,2房间,东,48.0,3290,68
柚米寓,,,整租一室出租特惠近后沙峪15号线直达望京孙河来广营,,15.75,2799,177
江山赋,顺义,后沙峪,2室1厅,南/北,48.5,6100,125
焦各庄街2号院,顺义,顺义其它,3房间,北,31.5,3000,95
鲁能7号院溪园,顺义,马坡,3室2厅,南/北,67.5,5800,85
柚米寓,,,1室1厅,,12.5,2000,160
翼之城,顺义,顺义其它,3房间,南,35.0,3150,90
馨港庄园二区,顺义,李桥,2室2厅,南/北,76.5,4300,56
首创悦树汇,顺义,顺义其它,2室1厅,南/北,61.0,2500,40
柚米寓,,,1室1厅,,17.5,2702,154
润景园,顺义,顺义其它,2室1厅,东,63.0,3000,47
柚米寓,,,1室1厅,,12.5,2024,161
白露雅园东区,顺义,后沙峪,1房间,北,29.0,2800,96
柚米寓,,,整租一室可短期租15号线直达国展孙河来广营T3航站楼天竺,,17.5,3049,174
香花畦家园,顺义,后沙峪,3室2厅,南/北,80.5,8000,99
ZOME己美,,,,,10.0,1240,124
馨港庄园二区,顺义,李桥,2室2厅,南/北,54.5,4000,73
IDCITY艾迪城,顺义,后沙峪,3房间,北,46.0,6600,143
西山华府禧园,海淀,马连洼,5室2厅,南/北,159.0,28000,176
健翔园,海淀,二里庄,2室1厅,北,81.5,8198,100
志新北里,海淀,二里庄,2室1厅,,84.5,8900,105
熙湖,海淀,田村,2室1厅,南,100.5,9790,97
晴波园,海淀,世纪城,4室2厅,南/北,82.5,23200,281
清华园,海淀,五道口,1室1厅,南,36.5,7890,216
北三环西路48号院,海淀,皂君庙,3室1厅,东北,125.5,25000,199
当代城市家园,海淀,上地,1室1厅,南,23.0,6590,286
中纺宿舍南院,海淀,甘家口,2室1厅,南,28.0,7500,267
翠微路20号院,海淀,公主坟,1室1厅,南,40.0,6060,151
红联北村,海淀,小西天,2室1厅,东/西,68.0,8200,120
北坞嘉园北里,海淀,颐和园,1室1厅,南,31.5,6590,209
翠微路4号,海淀,公主坟,2室1厅,东/西,39.0,6200,158
兰园,海淀,马连洼,2室1厅,西,48.0,7690,160
悦MOMA,海淀,上地,2房间,西南,72.5,7500,103
香山清琴麓苑,海淀,西山,4室2厅,南/北,250.0,60000,240
京投银泰琨御府,海淀,四季青,3房间,北,26.0,8200,315
安河家园,海淀,海淀其它,2室1厅,南,49.5,6190,125
双榆树北路,海淀,双榆树,2室1厅,南/北,35.0,8500,242
甘家口小区,海淀,甘家口,2室1厅,南/北,36.0,8200,227
观山园,海淀,世纪城,3室2厅,南/北,82.5,22500,272
海淀路小区,海淀,圆明园,2室1厅,南,68.5,8690,126
观景园,海淀,清河,2室1厅,东/西,47.5,7500,157
海淀南路34号,海淀,苏州桥,1室1厅,南,55.5,7860,141
马连洼北路1号院,海淀,上地,2室1厅,南/北,29.0,7000,241
iMOMA,海淀,上地,2房间,西,65.0,5849,89
润生园,海淀,西三旗,2室1厅,南,77.5,5700,73
长河湾,海淀,西直门,2室1厅,北,80.0,11390,142
阜成路14号院,海淀,甘家口,3室1厅,南/北,80.0,12000,150
菊园,海淀,马连洼,2室1厅,东,56.0,7071,126
晶都国际,朝阳,酒仙桥,1室0厅,东北,65.5,5800,88
励业公寓,,,,,9.5,3800,400
中海安德鲁斯庄园东区,朝阳,百子湾,4室1厅,南/北,140.0,26000,185
励业公寓,,,,,6.0,3600,600
翠成馨园E区,朝阳,垡头,2室1厅,东南,82.0,5300,64
冠寓,,,,,12.5,4658,372
华樾国际,朝阳,朝阳其它,3室1厅,南/北,45.0,7800,173
城家公寓,,,,,14.0,4525,323
10AM新坐标,朝阳,方庄,1室0厅,北,24.0,5000,208
公园1872国际公寓,朝阳,石佛营,1室1厅,北,87.5,14000,160
永利国际,朝阳,工体,1室1厅,南,34.0,15800,464
朗诗寓,,,晨光明媚一居室,,12.5,3500,280
重聚园,石景山,鲁谷,2室1厅,西南,68.0,5400,79
八角中里,石景山,八角,1室1厅,南,25.0,5290,211
金融街长安中心,石景山,古城,2房间,西,19.5,4300,220
六合园,石景山,鲁谷,2室1厅,南,26.5,5460,206
依翠园,石景山,鲁谷,3室1厅,南/北,86.0,8200,95
远洋山水,石景山,鲁谷,1室1厅,东,69.0,6090,88
紫御长安,石景山,鲁谷,3房间,,69.0,6500,94
永乐西区,石景山,鲁谷,1室1厅,南,38.0,5290,139
中海金鑫阁,石景山,古城,2房间,北,19.5,4600,235
古城南路,石景山,古城,2室1厅,南,69.5,5660,81
远洋天著春秋,石景山,石景山其它,4房间,南/北,100.0,26000,260
叠翠庭苑,石景山,苹果园,1室1厅,南,27.5,5530,201
远洋沁山水上品,石景山,鲁谷,2室1厅,东/西,51.0,10500,205
七星园,石景山,鲁谷,2室1厅,南,52.5,5660,107
聚兴园,石景山,鲁谷,1室1厅,南,29.0,4800,165
华润理想国,昌平,北七家,3室1厅,南/北,44.5,5300,119
冠寓,,,,,14.5,4108,283
北京洋房,昌平,北七家,3室1厅,西,112.0,7500,66
冠寓,,,,,16.0,4417,276
名佳花园四区,昌平,北七家,2室1厅,南/北,82.5,4100,49
冠寓,,,独立庭院安静惬意朱辛庄整租一居室,,14.5,4310,297
顶秀青溪,昌平,立水桥,3室1厅,南/北,81.5,11500,141
冠寓,,,,,11.5,3908,339
TBD云集中心,昌平,昌平其它,2室1厅,南,82.5,5300,64
城家公寓,,,,,12.0,3200,266
北街家园六区,昌平,沙河,1室0厅,西,13.0,3200,246
城家公寓,,,1室1厅,,21.5,2800,130
佳运园一期,昌平,立水桥,2室1厅,南,32.0,5200,162
恒大领寓,朝阳,豆各庄,1房间,西,25.0,4800,192
领寓,,,1室1厅,,14.5,3080,212
第三置业,朝阳,三元桥,1室1厅,南/西,94.0,27000,287
银谷美泉家园,朝阳,朝青,3室2厅,南/北,78.0,11500,147
鲁班大厦,朝阳,定福庄,3室1厅,南/北,96.5,13000,134
领寓,,,,,13.25,3050,230
怡馨园,朝阳,双井,6室2厅,东南,172.0,22000,127
曙光里,朝阳,三元桥,2室1厅,南,35.0,7600,217
左家庄北里,朝阳,国展,2室1厅,西南,40.5,6077,150
领寓,,,1室1厅,,17.5,3180,181
小关北里,朝阳,惠新西街,1室1厅,南/北,27.0,6700,248
超级蜂巢（北京）,,,1室1厅,,17.5,3450,197
北京新天地四期,朝阳,常营,2室1厅,南,46.5,6000,129
魔方公寓,,,1室1厅,,9.0,6599,733
华腾园,朝阳,双井,3室2厅,,95.0,9000,94
友客青年社区,,,1室1厅,,25.5,2750,107
首城国际B区,朝阳,双井,2室1厅,南,88.0,9800,111
友客青年社区,,,1室1厅,,8.5,2500,294
金顶街四区,石景山,苹果园,2室1厅,东北,87.5,5000,57
远洋五里春秋,石景山,石景山其它,6室3厅,南,175.0,20000,114
五芳园,石景山,鲁谷,2室1厅,南,70.5,5590,79
远洋天著春秋四期,石景山,石景山其它,5房间,南/北,93.5,28000,299
远洋五里春秋,石景山,石景山其它,3室2厅,南/北,180.0,12000,66
华信大厦宿舍,石景山,杨庄,2室1厅,东,68.5,5100,74
古城路小区,石景山,古城,1室1厅,南,43.5,4230,97
